Fechas Referencia,Am,Dc,Gc,Explotacion,Id Punto,Contrato,Direccion,Localidad,Contador,Marca,Modelo,Calibre,Fecha Instalacion,Modulo,Tipo Telelectura,Sistema,Telelectura Ov,Uso,Actividad,Zona,Barrio,Sector,Subsector
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3477808,11067711,,GRANADA,P21FA026362F,CONTAZARA,CZ4000RI,13,7/6/2022,320566FAL,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S73 FEDERICO MAYO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3510557,10827309,,GRANADA,P21FA016594O,CONTAZARA,CZ4000RI,13,10/9/2021,320540D2J, , ,N,DOMESTICO,VIVIENDAS,G10, ,S73 FEDERICO MAYO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3536484,10979165,,GRANADA,P21FA025933O,CONTAZARA,CZ4000RI,13,9/3/2022,3205654DJ,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G33, ,S94 SAN NICOLAS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3556454,11242836,,GRANADA,P22FA012529Y,CONTAZARA,CZ4000RI,13,21/12/2022,320630F1N,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G33, ,S94 SAN NICOLAS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3534391,10874468,,GRANADA,P21FA015609A,CONTAZARA,CZ4000RI,13,9/11/2021,32053CF9W,VHF - Contador sistema Suez,Leer manualmente,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G31, ,S54 BOBADILLA - EL FLORIO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3553910,10921395,,GRANADA,P21FA025583M,CONTAZARA,CZ4000RI,13,4/1/2022,320563EFF,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G31, ,S54 BOBADILLA - EL FLORIO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3584024,11460348,,GRANADA,P21FA025712D,CONTAZARA,CZ4000RI,13,28/8/2023,32056470J,VHF - Contador sistema Suez,Ambos,N,INDUSTRIAL,LOCALES COMERCIALES Y PROFESIONALES,G31, ,S54 BOBADILLA - EL FLORIO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3628644,11041831,,GRANADA,P21FA026406A,CONTAZARA,CZ4000RI,13,11/5/2022,32056726O,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G31, ,S54 BOBADILLA - EL FLORIO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3621406,11240258,,GRANADA,P21FA025052Q,CONTAZARA,CZ4000RI,13,19/12/2022,320561DCU,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,"TRASTEROS, GARAJES Y OTROS",G31, ,S54 BOBADILLA - EL FLORIO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3514966,4188412,,GRANADA,P21FA010306U,CONTAZARA,CZ4000RI,13,13/8/2021,32052842B,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,LOCALES COMERCIALES Y PROFESIONALES,G34, ,S21 FARGUE, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3540673,4238155,,GRANADA,P22FA012525U,CONTAZARA,CZ4000RI,13,29/12/2022,320630EDN,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G34, ,S21 FARGUE, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3533200,11110700,,GRANADA,P21FA026502Z,CONTAZARA,CZ4000RI,13,24/2/2022,32056786A,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3532871,4223993,,GRANADA,P21FA026504B,CONTAZARA,CZ4000RI,13,24/2/2022,32056788C,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3532752,4223756,,GRANADA,P21FA026462I,CONTAZARA,CZ4000RI,13,24/2/2022,3205675ES,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3532765,4223770,,GRANADA,P21FA026464K,CONTAZARA,CZ4000RI,13,24/2/2022,32056760Q,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3566638,4279591,,GRANADA,P21FA026463J,CONTAZARA,CZ4000RI,13,24/2/2022,3205675FT,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3532828,4223895,,GRANADA,P21FA025450A,CONTAZARA,CZ4000RI,13,9/2/2022,3205636AE,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3556573,4264473,,GRANADA,P21FA016015K,CONTAZARA,CZ4000RI,13,8/2/2022,32053E8FE,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3533792,4225804,,GRANADA,P21FA026575Q,CONTAZARA,CZ4000RI,13,9/2/2022,320567CFN,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3535218,4228456,,GRANADA,P21FA025515A,CONTAZARA,CZ4000RI,13,8/2/2022,320563ABT,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3532768,9549970,,GRANADA,P21FA026572N,CONTAZARA,CZ4000RI,13,9/2/2022,320567CCK,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3582424,4301162,,GRANADA,P21FA015954O,CONTAZARA,CZ4000RI,13,8/2/2022,32053E52V,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3532751,4223752,,GRANADA,P21FA026571M,CONTAZARA,CZ4000RI,13,9/2/2022,320567CBJ,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3551122,4255768,,GRANADA,P21FA015955P,CONTAZARA,CZ4000RI,13,8/2/2022,32053E53W,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3532774,8949455,,GRANADA,P21FA025876W,CONTAZARA,CZ4000RI,13,18/2/2022,32056514E,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7875871,10946575,,GRANADA,P21FA025452C,CONTAZARA,CZ4000RI,13,2/2/2022,3205636CG, , ,N,DOMESTICO,VIVIENDAS,G17, ,S83 BARRANCO DEL ABOGADO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3628313,10821627,,GRANADA,P21FA009989K,CONTAZARA,CZ4000RI,13,3/9/2021,32052705T, , ,N,DOMESTICO,VIVIENDAS,G34, ,S21 FARGUE, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3592221,4314065,,GRANADA,J21OB003524W,HONEYWELL ELSTE,S220,20,6/10/2021,A1050614E,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,RIEGO ZONAS PUBLICAS,G06, ,S53 CAÑAVERAL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3531341,10752325,,GRANADA,P21FA010364E,CONTAZARA,CZ4000RI,13,16/6/2021,3205287CH, , ,N,DOMESTICO,VIVIENDAS,G04, ,S10 ALHAMAR, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3510041,11167993,,GRANADA,P21FA026170Z,CONTAZARA,CZ4000RI,13,29/9/2022,3205663AH,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G04, ,S10 ALHAMAR, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3628620,4356475,,GRANADA,P21FA016587P,CONTAZARA,CZ4000RI,13,9/9/2021,320540CBG,VHF - Contador sistema Suez,Ambos,N,INDUSTRIAL,BARES SIN RESTAURACION Y CAFETERIAS,G28, ,S101 GRAN CAPITAN, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3626912,4354752,,GRANADA,P21FA016592M,CONTAZARA,CZ4000RI,13,9/9/2021,320540D0H,VHF - Contador sistema Suez,Ambos,N,INDUSTRIAL,LOCALES COMERCIALES Y PROFESIONALES,G28, ,S101 GRAN CAPITAN, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3618557,4345923,,GRANADA,P21FA026628M,CONTAZARA,CZ4000RI,13,16/12/2021,32056804L,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,RIEGO ZONAS PUBLICAS,G07, ,S71 POETA GRACIAN, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3582829,4301672,,GRANADA,P21FA026079F,CONTAZARA,CZ4000RI,13,27/7/2022,320565DFJ,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G08, ,S71 POETA GRACIAN, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3577024,4293869,,GRANADA,P21FA026169G,CONTAZARA,CZ4000RI,13,27/7/2022,32056639Q,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G08, ,S71 POETA GRACIAN, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3604882,10742062,,GRANADA,P21FA010291E,CONTAZARA,CZ4000RI,13,8/6/2021,32052833A, , ,N,DOMESTICO,VIVIENDAS,G06, ,S53 CAÑAVERAL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3498988,10790355,,GRANADA,P21FA009824Q,CONTAZARA,CZ4000RI,13,27/7/2021,32052660X, , ,N,DOMESTICO,VIVIENDAS,G06, ,S53 CAÑAVERAL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3577521,10816272,,GRANADA,P21FA009954Z,CONTAZARA,CZ4000RI,13,30/8/2021,320526E2V, , ,N,DOMESTICO,VIVIENDAS,G06, ,S53 CAÑAVERAL, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3477134,10982931,,GRANADA,P21FA025954T,CONTAZARA,CZ4000RI,13,11/3/2022,32056562M,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G13, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3628451,10801303,,GRANADA,P21FA010303R,CONTAZARA,CZ4000RI,13,10/8/2021,3205283FC,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G12, ,S13 PALACIO DE CONGRESOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3550133,10959108,,GRANADA,P21FA025872S,CONTAZARA,CZ4000RI,13,16/2/2022,32056510A,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G12, ,S13 PALACIO DE CONGRESOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3476762,10893820,,GRANADA,P21FA016174Y,CONTAZARA,CZ4000RI,13,29/11/2021,32053F2EU, , ,N,DOMESTICO,VIVIENDAS,G12, ,S13 PALACIO DE CONGRESOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3484574,10804732,,GRANADA,P21FA010309X,CONTAZARA,CZ4000RI,13,12/8/2021,32052845E,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G12, ,S13 PALACIO DE CONGRESOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3532320,11010462,,GRANADA,P21FA026180B,CONTAZARA,CZ4000RI,13,6/4/2022,32056644N,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G12, ,S13 PALACIO DE CONGRESOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3485985,10988396,,GRANADA,P21FA025969A,CONTAZARA,CZ4000RI,13,17/3/2022,32056571N,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G14, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3615756,11356225,,GRANADA,P22FA012479F,CONTAZARA,CZ4000RI,13,28/4/2023,320630BFJ,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G12, ,S13 PALACIO DE CONGRESOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3619630,10891462,,GRANADA,P21FA016075W,CONTAZARA,CZ4000RI,13,25/11/2021,32053ECBO, , ,N,DOMESTICO,VIVIENDAS,G12, ,S13 PALACIO DE CONGRESOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3575846,4292247,,GRANADA,P22FA012512P,CONTAZARA,CZ4000RI,13,5/7/2023,320630E0K,VHF - Contador sistema Suez,Ambos,N,INDUSTRIAL,LOCALES COMERCIALES Y PROFESIONALES,G12, ,S13 PALACIO DE CONGRESOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3500613,4161297,,GRANADA,E14JE323011Z,SENSUS,405 S,40,26/12/2013, ,IM - Contador i-meter,Ambos,N,INDUSTRIAL,"HOTELES, HOSTALES, PENSIONES Y RESIDENCIAS",G51, ,S52 ESTADIO DE LA JUVENTUD, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7893601,11038956,,GRANADA,P21FA025651H,CONTAZARA,CZ4000RI,13,11/5/2022,32056433E,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G32, ,S3 FUENTE DE LAS BATALLAS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3624779,10913576,,GRANADA,P21FA025437D,CONTAZARA,CZ4000RI,13,24/12/2021,3205635DF,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G36, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3530823,4219978,,GRANADA,P21FA025582L,CONTAZARA,CZ4000RI,13,4/1/2022,320563EEE,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G36, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3475487,4116055,,GRANADA,P21FA010089E,CONTAZARA,CZ4000RI,13,7/5/2021,32052769J,VHF - Contador sistema Suez,Leer manualmente,N,DOMESTICO,VIVIENDAS,G38, ,S11 SAN ANTON, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3580088,4298064,,GRANADA,J21OB003497K,HONEYWELL ELSTE,S220,20,14/2/2022,A10506EEK,VHF - Contador sistema Suez,Leer por telelectura,S,RIEGO/BALDEO,RIEGO ZONAS PUBLICAS,G59, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3604793,4329783,,GRANADA,P21FA025904J,CONTAZARA,CZ4000RI,13,11/2/2022,32056530E,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3588252,4308931,,GRANADA,P21FA025903I,CONTAZARA,CZ4000RI,13,11/2/2022,3205652FH,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G10, ,S68 FERNANDO DE LOS RIOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3599945,4323863,,GRANADA,P21FA015682J,CONTAZARA,CZ4000RI,13,27/10/2021,32053D42Q,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3578890,4296433,,GRANADA,I22BA000636I,ITRON,FLODIS,13,10/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3578809,4296322,,GRANADA,I22BA000649N,ITRON,FLODIS,13,10/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3580244,4298297,,GRANADA,I22BA000648M,ITRON,FLODIS,13,10/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3578751,11502221,,GRANADA,I22BA000638K,ITRON,FLODIS,13,10/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3580484,10568349,,GRANADA,I21BA256353A,ITRON,FLODIS,13,10/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3578752,11565454,,GRANADA,I22BA000624E,ITRON,FLODIS,13,10/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3578893,4296436,,GRANADA,I22BA000623D,ITRON,FLODIS,13,10/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3599158,4322895,,GRANADA,P21FA015752G,CONTAZARA,CZ4000RI,13,22/10/2021,32053D88E,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3580485,10531321,,GRANADA,I22BA000629J,ITRON,FLODIS,13,9/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3578750,11502203,,GRANADA,I22BA000628I,ITRON,FLODIS,13,9/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3585775,4305607,,GRANADA,I22BA000610Y,ITRON,FLODIS,13,9/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3624901,4352696,,GRANADA,I22BA000621B,ITRON,FLODIS,13,9/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3578891,4296434,,GRANADA,I22BA000630C,ITRON,FLODIS,13,9/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3598847,9219285,,GRANADA,I22BA000627H,ITRON,FLODIS,13,9/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3578901,4296446,,GRANADA,I22BA000626G,ITRON,FLODIS,13,9/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3599536,4323362,,GRANADA,P21FA016276D,CONTAZARA,CZ4000RI,13,20/10/2021,32053F94I,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3579646,9500334,,GRANADA,P21FA015830D,CONTAZARA,CZ4000RI,13,22/10/2021,32053DD6S,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3594582,4317094,,GRANADA,P21FA015828J,CONTAZARA,CZ4000RI,13,22/10/2021,32053DD4Q,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3579277,11137883,,GRANADA,P21FA015741D,CONTAZARA,CZ4000RI,13,22/10/2021,32053D7DX,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3578687,4296149,,GRANADA,P21FA015835I,CONTAZARA,CZ4000RI,13,22/10/2021,32053DDBN,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
