Fechas Referencia,Am,Dc,Gc,Explotacion,Id Punto,Contrato,Direccion,Localidad,Contador,Marca,Modelo,Calibre,Fecha Instalacion,Modulo,Tipo Telelectura,Sistema,Telelectura Ov,Uso,Actividad,Zona,Barrio,Sector,Subsector
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7573759,10354527,,GRANADA,I16BA330846X,ITRON,FLODIS LRF,13,15/3/2017,D1509080J,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3557155,4265381,,GRANADA,P21FA015614X,CONTAZARA,CZ4000RI,13,11/11/2021,32053CFER,VHF - Contador sistema Suez,Leer manualmente,N,COMERCIAL,FUENTES PUBLICAS,G33, ,SECTOR 15. MARIANA PINEDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7354174,11125435,,GRANADA,P21FA026069D,CONTAZARA,CZ4000RI,13,8/8/2022,320565D5J,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G32, ,SECTOR 15. MARIANA PINEDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569729,9691064,,GRANADA,I21LA333612M,ITRON,AQUADIS + C,13,14/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569741,9691094,,GRANADA,I22BA000632E,ITRON,FLODIS,13,3/2/2022,"2,69721E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569744,9691152,,GRANADA,I22BA136194W,ITRON,FLOSTAR M,13,13/10/2023,"2,69722E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S88 COLINA DEL SERRALLO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569753,9691140,,GRANADA,I16BA330861W,ITRON,FLODIS LRF,13,1/3/2017,D1508C51G,VHF - Contador sistema Suez,Ambos,N,COMERCIAL,USOS COMUNITARIOS,G16, ,S88 COLINA DEL SERRALLO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569773,9694050,,GRANADA,P21FA015972Q,CONTAZARA,CZ4000RI,13,19/11/2021,32053E64Z,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569785,9694000,,GRANADA,P21FA015971P,CONTAZARA,CZ4000RI,13,19/11/2021,32053E63Y,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569777,9694092,,GRANADA,P21FA015973R,CONTAZARA,CZ4000RI,13,19/11/2021,32053E65A,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569782,9694148,,GRANADA,P21FA016219U,CONTAZARA,CZ4000RI,13,19/11/2021,32053F5BX,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569780,9694128,,GRANADA,P21FA015967T,CONTAZARA,CZ4000RI,13,19/11/2021,32053E5FY,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569786,9694201,,GRANADA,P21FA016224R,CONTAZARA,CZ4000RI,13,19/11/2021,32053F60Y,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,RIEGOS Y PISCINAS PARTICULARES,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569779,9694022,,GRANADA,P21FA016069Y,CONTAZARA,CZ4000RI,13,19/11/2021,32053EC5S,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569778,9694002,,GRANADA,P21FA016223Q,CONTAZARA,CZ4000RI,13,19/11/2021,32053F5FB,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569776,9694080,,GRANADA,P21FA016217S,CONTAZARA,CZ4000RI,13,19/11/2021,32053F59F,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569783,9694101,,GRANADA,P21FA016068X,CONTAZARA,CZ4000RI,13,19/11/2021,32053EC4R,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569772,9694042,,GRANADA,P21FA016218T,CONTAZARA,CZ4000RI,13,19/11/2021,32053F5AW,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569781,9694139,,GRANADA,P21FA016225S,CONTAZARA,CZ4000RI,13,19/11/2021,32053F61Z,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569784,9694110,,GRANADA,P21FA016221O,CONTAZARA,CZ4000RI,13,19/11/2021,32053E66B,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569771,9694033,,GRANADA,P21FA015974S,CONTAZARA,CZ4000RI,13,19/11/2021,32053F5DZ,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569770,9694021,,GRANADA,P21FA015966S,CONTAZARA,CZ4000RI,13,19/11/2021,32053E5EX,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569775,9694064,,GRANADA,P21FA016222P,CONTAZARA,CZ4000RI,13,19/11/2021,32053F5CY,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569774,9694056,,GRANADA,P21FA016220N,CONTAZARA,CZ4000RI,13,19/11/2021,32053F5EA,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569528,11047948,,GRANADA,P21FA015856N,CONTAZARA,CZ4000RI,13,17/11/2021,32053DF0Q,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569532,9692215,,GRANADA,P21FA015873O,CONTAZARA,CZ4000RI,13,17/11/2021,32053E01K,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569529,9699118,,GRANADA,P21FA015874P,CONTAZARA,CZ4000RI,13,17/11/2021,32053E02L,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569527,9727119,,GRANADA,P21FA015861K,CONTAZARA,CZ4000RI,13,17/11/2021,32053DF5V,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569530,10193154,,GRANADA,P21FA015868R,CONTAZARA,CZ4000RI,13,17/11/2021,32053DFCS,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569531,11075907,,GRANADA,P21FA015867Q,CONTAZARA,CZ4000RI,13,17/11/2021,32053DFBR,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569544,9716967,,GRANADA,P21VA645601P,CONTAZARA,CZ4000,13,9/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569546,9725658,,GRANADA,P21VA645602Q,CONTAZARA,CZ4000,13,9/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569545,9699301,,GRANADA,P21VA645603R,CONTAZARA,CZ4000,13,9/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569548,9699350,,GRANADA,P21VA645608W,CONTAZARA,CZ4000,13,9/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569547,9699465,,GRANADA,P21VA645607V,CONTAZARA,CZ4000,13,9/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569549,9699406,,GRANADA,P21VA645606U,CONTAZARA,CZ4000,13,9/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569537,9711106,,GRANADA,P21VA645598L,CONTAZARA,CZ4000,13,8/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569536,9699278,,GRANADA,P21VA645595I,CONTAZARA,CZ4000,13,8/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569535,9699700,,GRANADA,P21VA645591E,CONTAZARA,CZ4000,13,8/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569533,9699232,,GRANADA,P21VA645599M,CONTAZARA,CZ4000,13,8/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569541,9711146,,GRANADA,P21VA645600O,CONTAZARA,CZ4000,13,8/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569534,9699258,,GRANADA,P21VA645597K,CONTAZARA,CZ4000,13,8/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569539,9711124,,GRANADA,P21VA645594H,CONTAZARA,CZ4000,13,8/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569542,9711162,,GRANADA,P21VA645592F,CONTAZARA,CZ4000,13,8/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569540,9711140,,GRANADA,P21VA645593G,CONTAZARA,CZ4000,13,8/2/2022, ,Otros,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569538,11296011,,GRANADA,P22VA216077R,CONTAZARA,CZ4000,13,21/2/2023, ,Otros,Leer manualmente,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569515,9720455,,GRANADA,P21FA015498L,CONTAZARA,CZ4000RI,13,17/11/2021,32053C8AT,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569520,9830130,,GRANADA,P21FA015503R,CONTAZARA,CZ4000RI,13,17/11/2021,32053C8FY,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569519,9698957,,GRANADA,P21FA015501P,CONTAZARA,CZ4000RI,13,17/11/2021,32053C8DW,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569518,9698878,,GRANADA,P21FA015496J,CONTAZARA,CZ4000RI,13,17/11/2021,32053C88B,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7571391,9698563,,GRANADA,P21FA015508W,CONTAZARA,CZ4000RI,13,17/11/2021,32053C94Z,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7571390,9698523,,GRANADA,P21FA015502Q,CONTAZARA,CZ4000RI,13,17/11/2021,32053C8EX,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569525,11308570,,GRANADA,I22JC003923Y,ITRON,AQUADIS,25,8/3/2023,714FA8C4O,VHF - Contador sistema Suez,Leer por telelectura,S,RIEGO/BALDEO,USOS COMUNITARIOS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7569517,9693358,,GRANADA,I22BA035603I,ITRON,FLODIS,13,23/2/2022,"2,69722E+15",VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7767808,10864895,,GRANADA,P21FA015766M,CONTAZARA,CZ4000RI,13,28/10/2021,32053D96E,VHF - Contador sistema Suez,Leer manualmente,N,COMERCIAL,INDUSTRIAS SIN AGUA EN PROCESO PRODUCTIVO,G39, ,S9 OBISPO HURTADO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7767801,11039341,,GRANADA,P21FA026413Z,CONTAZARA,CZ4000RI,13,13/5/2022,3205672DL,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G39, ,S9 OBISPO HURTADO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7570091,9693095,,GRANADA,P21FA026493P,CONTAZARA,CZ4000RI,13,15/12/2021,3205677DV,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S87 BOLA DE ORO ALTA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7570111,9693160,,GRANADA,I16BA330860V,ITRON,FLODIS LRF,13,1/3/2017,D1508C45I,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G16, ,S88 COLINA DEL SERRALLO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3534758,11461986,,GRANADA,P22FA012448Y,CONTAZARA,CZ4000RI,13,30/8/2023,320630A0C,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G07, ,S70 DON BOSCO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3598516,11316895,,GRANADA,P22FA012679L,CONTAZARA,CZ4000RI,13,15/3/2023,32063187C,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G07, ,S70 DON BOSCO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3589258,10900535,,GRANADA,P21FA016115N,CONTAZARA,CZ4000RI,13,7/12/2021,32053EF3W, , ,N,DOMESTICO,VIVIENDAS,G07, ,S70 DON BOSCO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3601224,11046063,,GRANADA,P21FA026417D,CONTAZARA,CZ4000RI,13,19/5/2022,32056731L,VHF - Contador sistema Suez,Leer por telelectura,S,COMERCIAL,LOCALES COMERCIALES Y PROFESIONALES,G13, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3591378,11470101,,GRANADA,P21FA016003G,CONTAZARA,CZ4000RI,13,8/9/2023,32053E83C,VHF - Contador sistema Suez,Leer por telelectura,S,INDUSTRIAL,RESTAURANTES Y BARES CON RESTAURACION,G13, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3612696,11083940,,GRANADA,P21FA026367K,CONTAZARA,CZ4000RI,13,27/6/2022,320566FFQ,VHF - Contador sistema Suez,Leer por telelectura,S,INDUSTRIAL,INDUSTRIAS CON AGUA EN PROCESO PRODUCTIVO,G13, ,S4 PROFESOR ALBAREDA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3620983,4348576,,GRANADA,P21FA026405Z,CONTAZARA,CZ4000RI,13,18/5/2022,32056725N,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G07, ,S70 DON BOSCO, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3529653,10966762,,GRANADA,P21FA025789Y,CONTAZARA,CZ4000RI,13,22/2/2022,320564BDA,VHF - Contador sistema Suez,Ambos,N,INDUSTRIAL,INDUSTRIAS CON AGUA EN PROCESO PRODUCTIVO,G28, ,S101 GRAN CAPITAN, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3474806,10837441,,GRANADA,P21FA009949C,CONTAZARA,CZ4000RI,13,23/9/2021,320526DDU,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G04, ,S64 PARQUE GARCIA LORCA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3493073,10784615,,GRANADA,P21FA010236X,CONTAZARA,CZ4000RI,13,21/7/2021,320527FCA, , ,N,DOMESTICO,VIVIENDAS,G04, ,S64 PARQUE GARCIA LORCA, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3537211,10862921,,GRANADA,P21FA015720Y,CONTAZARA,CZ4000RI,13,25/10/2021,32053D68A,VHF - Contador sistema Suez,Leer por telelectura,S,DOMESTICO,VIVIENDAS,G25, ,S28 PDTA. LUIS DE VICENTE, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3471711,10955160,,GRANADA,P21FA016008L,CONTAZARA,CZ4000RI,13,9/2/2022,32053E88H, , ,N,DOMESTICO,VIVIENDAS,G24, ,S27 CARTUJA,LINARES
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3533550,10936266,,GRANADA,P21FA025599U,CONTAZARA,CZ4000RI,13,24/1/2022,320563FFH, , ,N,INDUSTRIAL,INDUSTRIAS CON AGUA EN PROCESO PRODUCTIVO,G21, ,S5 PAJARITOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3478098,10985742,,GRANADA,P21FA025968Z,CONTAZARA,CZ4000RI,13,15/3/2022,32056570M,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G25, ,S28 PDTA. LUIS DE VICENTE, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3579644,10853839,,GRANADA,P21FA016363B,CONTAZARA,CZ4000RI,13,15/10/2021,32053FEBV,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G25, ,S28 PDTA. LUIS DE VICENTE, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3604673,4329638,,GRANADA,P21VA644240G,CONTAZARA,CZ4000,13,11/4/2022, ,CZ - Contador con sistema contazara de telelectura,Leer manualmente,N,DOMESTICO,VIVIENDAS,G22, ,S5 PAJARITOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3493419,4148131,,GRANADA,P21VA644233H,CONTAZARA,CZ4000,13,11/4/2022, ,CZ - Contador con sistema contazara de telelectura,Leer manualmente,N,DOMESTICO,VIVIENDAS,G22, ,S5 PAJARITOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3487251,4137138,,GRANADA,P21VA644232G,CONTAZARA,CZ4000,13,11/4/2022, ,CZ - Contador con sistema contazara de telelectura,Leer manualmente,N,DOMESTICO,VIVIENDAS,G22, ,S5 PAJARITOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,7323438,8755200,,GRANADA,P21VA644234I,CONTAZARA,CZ4000,13,11/4/2022, ,CZ - Contador con sistema contazara de telelectura,Leer manualmente,N,DOMESTICO,USOS COMUNITARIOS,G22, ,S5 PAJARITOS, 
1950-01-01 / 2023-11-08,DR ANDALUCIA,ANDALUCIA,GT EMASAGRA,EMASAGRA-GRANADA,3561839,10919681,,GRANADA,P21FA025624E,CONTAZARA,CZ4000RI,13,3/1/2022,32056418F,VHF - Contador sistema Suez,Ambos,N,DOMESTICO,VIVIENDAS,G23, ,S36 PEDRO TEMBOURY, 
